3010,2355
1382,586
3351,2928
3927,1205
3551,2171
1331,3105
1686,1970
447,1905
953,2027
3584,3974
1133,1865
4067,2230
3691,3954
3166,753
232,1093
2135,860
3363,1430
3437,915
1920,990
291,3074
1445,3825
3946,1316
3458,1884
2117,2173
687,3073
2200,4036
4040,3353
1382,2484
2300,1505
4199,693
4042,4185
2990,3263
226,3525
2182,2218
3279,3071
1086,2802
4193,2781
2020,1947
203,359
2594,113
3225,3710
2330,157
1906,2684
4246,376
3677,3030
3226,4173
3456,3731
3516,885
1648,2681
1094,1431
2904,75
2314,68
352,4087
605,3214
61,291
3310,4020
2306,3346
4313,4331
3556,2554
1496,2405
3266,436
3273,3000
2900,1316
3717,1836
1446,3880
1986,3327
2693,3805
1866,3527
4213,1700
1415,3246
191,2718
3430,2279
3035,3122
260,6
1671,2219
1068,2542
1460,1275
1040,3662
1960,1281
3487,1737
1960,1189
2306,3530
2691,3836
1775,733
3298,4290
700,1970
1284,503
2464,898
3787,9
395,4187
1171,2941
3899,3074
1574,2574
2793,4294
2688,3527
2844,85
2942,828
4020,868
2875,1970
2001,958
1834,1940
4321,2046
3396,1538
548,40
1068,2046
1540,6
3127,1201
2491,102
2072,1572
1395,3132
597,842
1144,1561
2356,529
2430,236
2138,63
3604,2081
3939,1905
4208,3697
2229,61
3833,4016
3782,1303
4269,3867
2918,1980
827,2425
2863,3594
981,901
705,2598
4069,1922
3377,4230
3251,629
1324,1396
45,1565
2027,2770
4104,3354
509,1233
2651,1227
1131,1281
2061,3154
753,1999
2200,489
182,896
3942,2279
1186,890
1920,3573
1900,1073
1132,2763
2251,4172
3050,666
2737,143
1902,1012
4236,1627
1284,2646
1301,2151
1036,2554
2752,1585
169,2775
4005,3255
1756,2179
824,1129
3965,2718
3626,1137
1196,1355
3680,4174
2365,2374
3225,3116
2853,3238
2277,1137
810,433
2424,3030
3892,4297
903,250
3945,1947
1291,1688
260,3074
546,1838
3176,171
3273,4065
3010,3594
3849,3256
1604,2027
4062,828
1565,1527
2079,2465
1704,587
1128,2222
3479,3709
527,2863
3191,2660
3463,1000
744,4337
3731,2942
2278,1532
1501,2939
4185,1540
3836,2727
4297,543
3481,1604
1810,1375
246,116
1589,610
3417,207
4315,232
527,3728
2020,536
3218,1607
4275,1233
1157,4154
836,2926
2110,4081
4401,639
2813,2636
2900,2046
4377,137
256,2116
1356,3773
907,3708
2257,666
2670,4193
1673,2403
3648,914
1495,924
3539,96
2686,620
4332,514
1757,116
3285,2294
453,1088
941,2347
2844,1768
1773,1089
17,4160
2950,2407
970,450
745,3157
2787,382
508,1630
4407,4358
1167,2846
856,4337
1097,2779
1727,92
2893,2050
590,2850
3769,3235
2338,2073
4046,2733
323,2254
4323,104
3620,4088
3602,2091
3395,1625
3357,3625
315,1179
1588,2150
2797,1015
3513,1007
2185,2851
397,209
3588,2171
2982,554
1853,1068
2991,320
3749,3056
1121,542
2230,2714
941,1615
1647,3476
575,1110
2284,2526
3966,4087
28,4139
2526,1516
3691,4361
3250,3086
2711,556
2335,1725
4185,2552
2836,138
3527,3403
3731,828
879,586
3410,2374
4237,4290
4323,574
513,3637
475,1794
3836,3074
912,3296
4336,223
1167,747
1794,675
1463,987
4402,619
4287,1865
2805,232
543,3488
2468,503
1036,2366
2535,2661
1838,455
898,1374
2797,3203
4186,4268
3250,2793
4306,3074
2868,1878
4213,2091
2774,1243
3117,2050
4193,1479
446,980
1712,2050
2308,2406
2711,1316
3273,1773
151,2713
428,1832
1019,2192
2970,3480
3644,3019
505,675
826,4074
1249,1300
748,1360
4136,1928
951,3938
2969,642
3691,1120
4377,1601
3552,2073
197,2417
566,1316
3233,1203
751,116
958,1776
1537,1768
3562,1392
2111,2695
1495,1205
1754,232
3503,1095
1780,4373
854,3191
3621,2817
3994,2050
2189,4145
2357,3296
1068,1540
3974,910
502,1015
4392,158
2316,4298
1906,116
520,333
1005,688
2909,3690
1781,3074
2656,133
933,714
3494,733
2229,786
1756,2937
637,1865
608,3945
1856,2020
2004,2171
1629,3588
2684,3946
4210,327
1121,116
2485,2876
2864,174
4143,1171
102,3087
1194,6
1036,1957
3672,2417
1955,1758
1316,3074
4308,3883
2057,250
54,4230
4377,123
3026,1237
3543,3661
3081,3792
2156,2405
1212,1614
3661,2555
3955,4233
4217,802
1966,1317
4062,1089
1403,4315
2199,3588
1309,1127
1313,1831
3691,1529
3724,2074
3086,2612
1874,2644
1516,1970
4193,291
753,2072
1113,175
1388,4347
1992,832
4067,2714
2377,1776
258,766
1336,222
3145,1250
2646,517
2259,4204
1048,2504
165,2050
2070,2712
1448,4356
3995,1946
2689,3207
1101,2240
990,3573
4189,2986
3104,3281
1480,2816
2152,4337
1436,2208
1680,1604
3281,260
1842,3814
4317,320
2595,4289
1956,2547
3410,2793
3673,491
1530,1878
904,2347
1700,4088
2324,1648
1882,3002
3665,2229
4104,972
686,3920
674,996
381,1653
1593,1398
4302,1829
61,2196
1889,2536
4031,1871
1268,1243
1268,4306
2711,3690
3953,3147
3285,2230
2322,2524
2524,2542
1900,2046
3924,683
2864,503
2651,1672
1186,3383
2531,153
3338,453
3555,2370
1216,503
3328,1071
1689,310
1440,4065
4050,1841
2281,1928
753,4076
2506,1038
633,1275
211,542
4193,4228
781,96
2438,512
1415,1269
542,2091
3873,2031
3458,3487
2138,2825
1467,1089
2991,2091
3607,959
3012,1572
3433,134
459,3252
9,1964
2156,846
3103,4279
482,606
1759,554
335,780
2113,4193
18,3792
3407,746
4019,3755
707,2732
460,2272
4292,3822
2810,3915
2061,2736
1450,2987
2844,3690
1073,2046
1221,1688
3273,1089
2154,2000
642,2052
3387,4228
4337,2240
3163,3849
2391,2112
1479,4337
2741,157
3221,2052
3062,812
1281,3663
1467,756
1471,3108
4294,536
17,2140
3754,2405
3940,3918
2354,4280
796,2062
3567,2988
3944,4193
1471,547
3815,3089
2232,2461
3593,72
256,2420
225,4255
2759,3915
3789,2190
1373,1856
3252,974
965,176
4316,1694
1213,1894
3735,3663
4141,3625
629,1729
1949,3794
48,1572
1088,3340
1234,116
3514,1138
2291,4193
1939,4065
4117,2027
2317,1528
1572,3158
825,1612
2981,2892
3240,601
4320,3867
4025,1316
197,1032
1747,1768
1540,3074
2297,2016
317,4003
4289,2152
1861,1959
2128,1749
392,1568
4407,726
3986,3408
3140,1350
3090,2385
1416,3074
3010,44
2491,1768
2333,2417
3199,1537
4341,469
1769,1888
639,352
806,3324
1613,3478
3471,3275
2458,3073
1040,1317
1796,1688
3752,1797
647,28
2596,1360
3007,2206
1028,2527
2742,1505
3497,2548
3403,2788
777,3391
3357,695
3232,218
389,2135
652,580
2821,4002
1201,1329
733,2246
395,2724
1495,3231
3436,3247
1855,3625
4227,2899
3876,1928
931,1773
2456,2074
3589,2793
325,4164
2534,68
1495,962
2268,958
2572,2294
4011,123
4003,4300
3205,2355
1538,2420
1783,1115
539,2174
3186,807
3200,1946
262,346
952,2192
39,570
2990,2420
2714,232
2056,3313
2199,3952
3731,756
893,3719
3587,171
1604,4114
334,205
2540,1686
165,516
3403,2425
2053,1858
3201,1893
234,1725
1053,2212
2003,3332
708,3690
3185,1269
2199,1688
2423,2714
4283,1441
4085,1470
1747,3000
1066,3388
3023,2050
619,4368
506,786
2941,2468
3517,2046
3556,410
1146,3336
931,2212
3230,485
1993,308
3832,525
300,1707
2488,2464
3684,1857
1053,3000
2979,853
3113,2026
712,1326
1498,2165
156,3528
2017,4123
1536,2579
636,3359
1593,3757
56,260
983,938
745,159
4266,1748
353,1305
2268,2098
3898,769
507,1633
85,687
3526,3588
2062,4121
3305,616
1953,1633
1104,642
2908,2480
3505,1053
6,123
2439,1360
4023,480
2388,3074
854,2979
536,1947
1645,3871
1640,387
1985,3921
2178,1199
3281,1776
347,745
378,1047
872,3925
3247,4280
883,3853
3272,4036
862,2046
2590,2986
1861,1572
4030,634
168,3019
2617,4090
3662,1544
3818,2740
1215,828
2255,3051
2549,3115
445,3037
1906,1121
1313,2046
2678,1691
4269,2104
667,75
3383,1780
3104,4289
4293,2547
1463,2405
2295,2864
897,4083
1963,1899
3684,1297
3856,4384
393,898
3116,2229
2476,2246
247,1519
856,1947
3801,1316
3367,2050
1639,3245
758,860
3168,1480
3749,2566
935,3974
4185,1194
518,4193
3265,110
1329,1201
558,2131
2805,3275
633,3089
1815,1447
854,912
4193,503
3665,1537
2855,1857
1705,1476
1268,137
3337,740
2075,1858
3101,4228
2907,3690
2169,2683
3628,2715
1831,6
3477,2054
1721,970
1537,2027
2876,1544
985,320
2793,1316
1285,296
2827,3354
2010,3739
1894,1337
3378,3492
2038,2027
1503,535
2513,1068
2618,2166
17,1296
3434,2909
2001,1089
65,2306
388,1395
2933,3137
789,3731
3507,2714
861,1755
411,3990
272,1505
2355,3074
574,486
123,2542
1268,2726
1215,2458
1857,3252
1415,4400
2622,2316
3424,4007
3933,1595
1673,4367
1513,503
2886,2384
4248,2764
3091,3876
3498,1767
3055,346
239,3752
1495,1549
2950,2867
2603,2119
4041,2231
4028,3503
190,639
3152,3667
187,1093
2464,1374
2410,2555
289,1572
2637,3749
374,2919
3748,791
803,3852
2021,2857
4282,2583
1103,750
2430,3378
1514,524
3010,3252
4340,2942
3,2436
3880,1425
2372,3407
3010,1544
1747,1776
3307,3697
1775,2650
1747,2942
107,2475
1475,3054
3822,2405
472,2405
4255,3503
1604,958
731,2281
2632,2323
2924,230
1813,629
678,2380
473,287
1261,3191
3239,2061
4115,2376
3218,1286
685,104
2403,1197
3971,259
3508,2357
961,2846
3587,905
3010,1977
1789,503
1540,2339
2229,1297
4023,785
4318,1701
1014,1425
3471,1093
3399,871
544,3530
4334,2514
647,4139
67,111
4241,3198
2403,801
1403,452
202,1337
737,1603
2820,3682
3501,3941
3826,1794
4134,1396
2810,807
4175,1557
1150,1093
3307,1936
2340,3403
1181,2171
3801,55
935,3577
817,2494
2811,2323
4226,922
1046,1458
2441,1100
2625,2598
3295,316
1604,2942
2540,2027
1768,3761
2263,3470
361,2233
4185,2294
1773,958
3532,819
2852,2464
1210,1780
3250,641
1694,947
1540,2294
2430,928
284,2552
2284,4347
447,3830
1258,3442
2492,370
1860,2513
522,1924
2955,914
1600,2382
2535,127
3226,4367
2940,695
2223,2405
232,2552
3860,3683
1244,3590
2751,744
2974,3576
1422,1559
2266,3335
4025,433
3803,1000
246,4193
4307,3226
4011,1436
3575,901
3458,3901
3586,3865
19,2989
4336,350
1553,757
1466,1909
2357,3077
1436,6
1739,3602
975,3204
2270,1672
538,2386
2386,4380
3809,1764
2758,1582
2705,3090
1825,316
654,3588
470,705
232,1025
2233,107
4042,1068
1700,2542
577,2405
291,3690
24,3625
2763,4337
1053,2844
2447,4296
1597,4087
2456,2179
1853,1857
2526,3041
567,2927
3187,1286
2749,3283
130,941
860,2046
3318,4093
3569,3305
2151,1914
3882,780
3655,1510
1576,2514
917,2566
4154,3761
2714,3944
102,756
3454,494
646,1068
1302,3002
1182,1583
902,1953
1731,2050
206,2171
358,619
2260,3669
1869,3469
1402,3359
649,1796
3826,3921
1701,2724
1175,3282
4038,700
1939,4355
2891,162
3363,2368
3982,226
3284,115
352,1317
681,4403
173,2007
1939,1767
3996,3080
531,1559
24,1914
2404,3523
17,3697
1604,3000
2691,3589
2246,4305
3297,2734
997,79
3387,1857
2663,1235
4409,793
289,3109
3527,868
3397,1385
1508,4233
2552,3275
1272,2352
1820,2966
1103,3992
3901,2696
229,116
3191,2598
931,1068
531,3877
2535,3113
1313,3281
1021,589
3923,2881
1320,1924
3191,1392
445,2387
4255,3529
3587,4007
2584,2720
4001,3660
175,1466
1212,1456
4056,1767
3556,262
145,3009
3157,1905
2491,85
2852,3871
4142,3845
2954,2561
3801,291
3577,1557
1313,939
2781,2196
4333,3921
3103,1787
733,2293
3987,2480
2535,2140
1203,291
4360,2993
1857,1316
549,2960
4404,3356
2034,901
2691,2793
1026,854
2403,4034
1404,2120
7,1928
2526,2212
1923,2347
1969,3384
989,1858
3384,676
1276,1077
204,4153
3593,4233
932,468
1648,2474
566,3252
1731,4254
1121,369
3368,1461
3857,2160
1543,3074
782,1589
2291,2254
980,1316
3490,511
916,806
2945,2844
2078,2418
3800,531
3981,3255
2467,1288
3451,1245
4295,4036
1846,3669
2072,289
1926,2935
3149,2165
3226,3690
2965,142
1121,2294
2133,571
2340,2973
4326,3892
4231,2456
1749,1865
2850,1355
3817,1517
2037,3000
1426,700
3471,351
2990,2793
470,3222
4260,2781
3406,3086
1262,1725
559,3351
1268,2763
2448,1340
2301,1464
4275,2352
1493,695
502,3392
531,3945
379,2347
165,2636
2143,4174
4152,3247
1548,1392
950,2465
85,2377
1707,2311
4087,4173
793,257
17,3113
3710,3709
4219,2883
2270,1227
3256,3849
2448,4337
4157,3819
4154,2458
960,323
2055,2984
1098,582
2509,2554
1781,1516
653,554
1760,1664
1601,3074
1082,2171
398,3053
1196,2165
3250,2347
4198,3275
3226,123
1596,3966
3638,2199
961,1787
1559,1316
4307,1776
1906,2613
3241,2310
497,3046
1213,1337
3845,2682
2326,1744
3386,3530
3384,2316
824,3662
3290,3796
3861,3741
145,3399
3485,1460
936,1226
1938,1280
51,2100
1870,1616
3021,436
3365,1758
1773,2027
2670,4249
603,2635
4029,194
1260,3492
3644,2074
300,3374
46,2881
4250,4384
1103,2757
864,3356
2485,1316
3373,2045
104,685
3967,3987
2950,3855
4285,492
2739,498
631,17
2069,3393
1268,1121
3136,2374
4172,3592
3303,2574
579,2888
2973,3393
1851,351
68,2634
6,2527
1040,2562
2660,1392
2172,841
3482,719
398,2140
1662,1976
1626,3798
1077,526
4247,316
3120,2352
3621,3054
1387,4036
1516,1879
4089,3951
3728,433
3665,1316
2914,705
682,2171
119,2346
4110,1742
2286,3592
2491,3073
827,2119
2357,912
1011,3875
1537,1316
3052,3111
4322,2091
320,2640
378,3523
4191,1751
4168,4294
4379,304
4238,3316
1776,700
3899,3252
1234,4293
410,3426
3404,1957
3863,2407
4293,2527
1355,123
1196,2020
48,2386
2268,2540
732,684
2135,2821
2776,4373
1995,3292
263,806
2917,1073
3469,733
2011,1338
1754,2700
4193,267
1985,129
2810,899
556,3690
999,3594
1619,925
543,4297
3717,222
2779,3596
1355,2020
1601,2542
4056,756
3083,1564
2485,3281
2066,3792
4319,4132
1449,1250
2858,4193
2058,3790
1972,2033
3846,1183
1866,1421
4290,3282
3649,4233
3609,1201
2115,1616
1766,2361
531,4306
17,181
806,828
3250,2020
4062,1776
3489,152
1235,2031
4189,2814
3845,1947
2929,780
377,1436
214,348
3021,1365
3839,446
420,754
101,3381
1559,3690
1728,1468
2223,472
1634,4046
3336,133
351,3884
3140,995
90,3084
285,3688
17,1734
1316,1872
2390,2116
3038,3047
3162,1141
3226,2046
800,583
1576,3778
1618,3512
3273,958
3848,3276
276,509
2604,1923
2860,2653
3657,1676
1231,830
506,2374
1498,536
1845,1720
3431,841
1552,2846
3517,3074
4219,2248
1435,210
1482,3375
4242,460
1279,1510
2646,92
28,882
4286,2804
588,1359
2563,1390
1235,149
2855,291
921,1909
3285,2714
2638,4193
2043,3362
408,2467
1609,1915
1563,1959
3989,2592
3086,1316
2777,4206
2858,3104
2383,4368
1939,1604
3194,145
3467,3382
64,2208
2815,3674
686,149
74,4065
61,3074
1234,2917
3842,1108
2447,2151
1548,2830
3426,2554
1781,2254
1749,436
194,4029
1116,2646
2473,3370
2610,3630
3203,1767
3885,3274
607,429
1299,1596
3665,3434
4155,2347
1423,3308
2793,3074
3966,4367
316,3814
2749,4150
1053,73
198,1987
3820,3497
3763,218
2012,3173
1163,1506
1099,3921
2188,1367
2346,1998
3101,3690
506,3527
872,2027
4016,4080
2423,297
3350,62
1082,1688
2562,3203
4256,3708
1817,1960
1004,1035
2154,2942
4068,1735
2980,3060
3451,3014
594,3802
3925,2027
806,1767
2486,2644
4242,2272
3230,1929
4380,2386
21,3210
4189,2537
4085,3374
3552,1481
2448,4114
2572,1300
3985,853
1544,2091
3589,4260
856,67
3845,1580
3365,4087
551,1957
1743,657
4048,692
440,3056
3433,3943
2581,3014
3766,79
3751,901
148,1069
4002,3252
2844,3074
542,232
3382,1901
427,3285
4302,1311
417,1212
3871,40
3866,4300
1392,1830
16,107
259,2052
418,3576
3250,1068
3377,1620
844,1149
1085,2527
799,1544
3771,3663
2734,3026
2953,1061
3460,2859
2135,2046
1702,481
471,1353
1718,582
2334,1177
171,1692
916,3576
2855,889
4025,260
4042,2714
3012,2351
2727,2347
1933,3086
2357,2436
2763,4088
1940,1523
1164,3915
3715,2693
1790,27
700,2027
2261,1402
2020,2165
4056,4065
4209,310
690,749
1670,1453
871,4039
4368,3336
4367,4173
3074,2046
2286,4172
3476,1029
1330,1982
2119,169
2436,926
2602,3563
414,1563
3874,4093
4038,1467
3656,918
3205,2704
4192,2994
2599,3535
4031,104
1886,185
2611,4337
4316,947
2912,3155
3799,2538
1227,574
1314,1320
467,2152
4359,1119
1630,3313
1539,174
4204,1293
488,2448
3967,921
1068,3918
279,3708
1856,2420
1231,944
3910,1398
1559,2547
376,4251
1720,1201
2295,4006
200,978
2915,2819
1754,2013
3871,2461
3651,1841
3464,1268
3650,3211
1924,351
1477,3063
2535,17
2623,4248
2530,2177
1700,2046
3,3514
2914,470
269,3961
3849,1281
4090,3572
4045,319
2301,2644
4101,1392
4381,1609
3553,497
3885,3812
3487,9
4193,556
177,1946
649,50
3530,4328
4265,1248
4314,3632
1104,4395
2375,2374
3680,2143
1332,1317
4260,1416
2020,743
2244,2252
3739,1051
2359,57
1900,4043
2823,477
3979,2385
2507,115
256,2793
2739,415
3438,453
1831,2046
2843,695
4160,1755
2394,2027
1720,1845
1389,2281
4062,1604
2990,1776
2535,4123
168,3644
3800,616
4239,930
781,1737
1667,1236
1121,4377
4338,932
823,4064
1013,4403
3250,2844
1843,3916
4294,2178
679,1456
232,2048
1788,2896
3051,672
2584,184
3330,1278
3355,4306
3863,3758
1352,4347
3844,3536
3434,2027
2210,493
1052,2527
2229,3877
3434,4065
2375,925
4117,2458
54,1474
584,1270
3544,4233
128,1432
2534,3420
2062,970
4069,2129
3928,2132
4321,2763
2328,337
3361,1953
240,3214
1436,730
1057,3459
3351,1341
3284,4239
3946,1002
3798,1241
4293,3690
3151,1776
1474,3596
676,1868
789,2027
3225,2815
2969,1104
669,2746
514,1316
1957,262
265,2650
858,1845
2299,2405
3569,4379
3481,1776
2749,3974
2614,771
2161,4138
64,232
2374,2956
3665,459
1433,618
956,896
1197,92
3230,1201
4193,4337
235,2446
2676,137
738,3439
1664,4070
728,580
646,2347
4377,517
729,2512
3147,3511
4141,1679
3494,2246
1464,222
542,2448
3471,730
1102,3455
3718,2325
1929,1166
3627,1816
2070,1805
725,1222
1464,1836
2073,4104
574,2651
3,2998
3640,1296
2142,1852
2029,516
3494,2293
1112,1457
1020,3487
4402,2819
1243,3690
1775,2076
1540,2540
3220,123
1276,2789
1645,4157
2933,2495
4198,4173
2230,1042
1904,2357
3922,1829
4342,1141
2490,4127
1781,1776
2949,1701
3238,2074
448,1056
2091,116
381,4152
2020,4294
3612,2050
3311,532
456,3283
789,1604
490,1523
3799,3005
3185,3246
2216,863
2056,2131
2379,3688
753,3509
466,3557
4062,3731
3814,1865
304,1093
3576,1089
1557,3974
3096,1643
122,2502
4288,1224
2119,2420
2922,3011
1784,429
1909,2756
2740,47
3240,2652
866,1776
845,4128
180,529
1427,2984
3285,4322
2201,2505
3315,3076
110,985
1842,1865
4341,1401
3929,921
3834,3738
3640,181
3189,842
3616,2714
2257,3189
2768,786
2020,2374
228,3443
3635,1393
4271,503
2230,2294
799,3709
1638,949
243,1490
3645,2708
1507,2069
4410,1943
2375,249
2491,1317
1693,914
822,2793
3443,1141
2058,2407
3273,1939
2295,1316
2375,3798
2376,1841
642,2092
3055,2366
2070,1850
232,4173
1268,2485
940,2444
1404,4154
2638,4062
506,1538
2097,1222
3942,314
269,1255
3631,2717
2867,3758
1716,1122
470,2598
3124,218
3106,2119
4275,3797
1700,3074
3333,2098
2868,765
3093,730
1261,2598
782,610
4038,931
2590,1699
1068,2851
2597,1858
1229,483
668,2721
721,3255
3008,849
2242,1776
400,3181
2102,1316
3346,3112
3154,2263
4224,3031
248,1748
3134,3902
4225,536
3313,340
3800,1634
2049,1316
1422,391
2562,2485
1445,194
4046,503
804,1708
1589,3921
2746,1067
439,3073
4193,2956
2940,914
3437,3160
3837,970
4232,2598
1965,1305
2921,733
210,1147
1768,3073
107,991
3733,260
119,1463
2691,4065
2764,3843
1585,2371
753,719
1067,284
3641,14
682,734
102,2547
3109,1845
2506,3346
1152,2256
3029,2897
1957,3992
3498,2027
1791,360
3116,3074
4291,57
2388,67
753,1229
1099,782
830,982
3294,4167
2162,611
1211,453
2088,2347
3281,1093
2621,3745
3621,3590
3640,2272
788,3413
1371,1722
2379,2131
1331,184
418,3731
3775,1572
2694,1740
2118,3863
2036,3246
2665,453
3245,2050
961,1865
3343,1521
1385,457
3453,262
3828,2542
2437,4246
2763,769
3369,3447
2766,4351
878,3498
1045,556
2022,2527
2276,747
89,3958
3429,3058
2109,673
76,1857
438,1357
3806,378
1467,2844
789,158
2523,1655
3226,556
2031,4022
3010,2196
1747,3731
1773,1776
4062,1773
247,237
3110,3181
1333,1931
3104,1042
3801,2229
1530,3060
2383,3336
1885,1988
1388,2237
3226,2552
2426,2309
1544,999
1735,249
1404,3747
1121,2339
1809,1641
2127,548
1395,515
2542,112
2850,1559
4259,3269
3184,2089
3641,2996
2203,3580
610,3822
4326,3488
4143,503
2092,2050
3142,2346
2116,2612
2965,1367
530,4380
3891,1349
3450,3690
1203,1686
3230,2713
1544,860
17,4123
2692,2221
3603,1441
757,3563
1260,2788
1054,2894
1537,4065
1232,3752
3061,2211
1486,1936
3098,1863
2207,2976
1268,556
1164,2598
2609,3873
1599,287
428,3719
885,291
3800,323
861,2026
2253,3126
2049,3252
352,3731
4159,3357
1152,1261
1884,2181
4193,320
3589,2416
1426,2027
744,2178
3397,4104
3931,1642
1948,1093
3058,552
4331,1077
4238,771
25,595
2272,3697
2595,158
3732,2505
3740,3092
613,2962
651,947
2227,1607
171,1905
13,1707
895,832
732,540
1925,1051
1420,2565
805,2371
3604,3990
3401,3628
429,594
3369,1431
3675,1839
203,3235
2474,294
3257,3663
3538,1093
2275,1830
4182,370
4032,3060
2197,1848
1707,2240
247,287
3700,259
135,291
1055,1905
352,2027
3506,337
215,1408
2123,222
3014,526
1094,2454
563,154
990,3345
2037,433
1157,1776
1275,365
3775,1535
1675,1032
147,3424
2500,515
3281,3074
1857,3690
4038,439
2217,3632
26,3873
1494,1360
996,2895
2714,2294
2160,2720
1232,1655
268,3679
893,2620
1747,2027
1880,1118
4156,2027
1307,2791
1405,2170
3905,1229
452,2479
1860,801
734,1688
156,2212
207,2046
1045,1132
3545,2997
4091,139
2553,887
3074,2527
3481,2027
2549,1051
2285,3897
340,2131
3418,2046
2684,3281
2969,1058
3316,1245
2388,3387
3433,3254
4322,2595
2418,429
916,4154
732,2676
